iter	Logloss
342	0.1566099739
343	0.1566017151
344	0.156569519
345	0.1565634537
346	0.1565125847
347	0.1564990616
348	0.1564630318
349	0.1564273643
350	0.1564197159
351	0.1564151764
352	0.156403904
353	0.1563756847
354	0.1563399887
355	0.1563335419
356	0.1562983799
357	0.156280241
358	0.1562351036
359	0.1561802006
360	0.1561698151
361	0.15615839
362	0.1561308861
363	0.1561127377
364	0.1561046124
365	0.1560895729
366	0.156052084
367	0.1560321426
368	0.1560221291
369	0.1559735298
370	0.1559321308
371	0.1558942604
372	0.1558547115
373	0.1558326912
374	0.1557924652
375	0.1557777405
376	0.1557504463
377	0.1557390976
378	0.155729084
379	0.1556936932
380	0.155680294
381	0.1556714344
382	0.1556161022
383	0.1555653191
384	0.1555486679
385	0.1555356026
386	0.1554988289
387	0.1554911327
388	0.1554811573
389	0.1554584122
390	0.1554359436
391	0.155429697
392	0.1554065323
393	0.1554011536
394	0.1553934479
395	0.1553895664
396	0.1553714085
397	0.155329504
398	0.1552852535
399	0.1552599525
400	0.1552282715
401	0.1552017975
402	0.1551963425
403	0.1551901531
404	0.1551597214
405	0.1551282024
406	0.1551250935
407	0.1551071548
408	0.155098629
409	0.1550893593
410	0.1550765228
411	0.1550720119
412	0.1550543499
413	0.1550321198
414	0.1550262642
415	0.1550025082
416	0.1549841881
417	0.1549520397
418	0.1549067783
419	0.1548985386
420	0.1548527241
421	0.1548400211
422	0.1548356247
423	0.1548082542
424	0.1547985077
425	0.1547864246
426	0.1547725773
427	0.154745369
428	0.1547425175
429	0.154718914
430	0.154703474
431	0.1546898842
432	0.1546888828
433	0.1546779633
434	0.1546450233
435	0.1546121788
436	0.1545862389
437	0.1545757675
438	0.1545734119
439	0.1545641708
440	0.1545427895
441	0.1545315552
442	0.1545249271
443	0.1545100403
444	0.1545016479
445	0.1544934654
446	0.1544863605
447	0.1544743538
448	0.1544490051
449	0.1544361687
450	0.1544314003
451	0.1544048309
452	0.1544019222
453	0.1543817329
454	0.1543740177
455	0.1543654156
456	0.1543410301
457	0.1543376064
458	0.1543282413
459	0.154312849
460	0.154306469
461	0.1543040276
462	0.1542951679
463	0.1542748547
464	0.1542298508
465	0.1542176247
466	0.1542076111
467	0.1541947174
468	0.154193058
469	0.1541710472
470	0.1541589737
471	0.1541202259
472	0.1541164112
473	0.1541104603
474	0.1541068363
475	0.1541058636
476	0.1540923119
477	0.1540724373
478	0.1540420532
479	0.15403368
480	0.1540245724
481	0.1540156651
482	0.1539880371
483	0.1539567184
484	0.1539366245
485	0.1539098644
486	0.1539084244
487	0.1539058113
488	0.1538775444
489	0.1538774681
490	0.1538479233
491	0.1538091373
492	0.1538059902
493	0.153799181
494	0.1537801552
495	0.1537697887
496	0.1537649727
497	0.1537586021
498	0.1537366676
499	0.1537315941
500	0.153716526
501	0.1537123585
502	0.1536823368
503	0.153660574
504	0.1536458397
505	0.1536162281
506	0.1536080551
507	0.1535863495
508	0.1535532951
509	0.1535432625
510	0.1535415459
511	0.1535392952
512	0.1535339355
513	0.1535086632
514	0.1534998322
515	0.1534658241
516	0.1534174824
517	0.1534164906
518	0.1533648109
519	0.1533618927
520	0.1533253098
521	0.153321352
522	0.1532969666
523	0.1532805252
524	0.1532745838
525	0.1532184887
526	0.1532149506
527	0.1531828499
528	0.1531637573
529	0.1531312561
530	0.1531067181
531	0.1530913162
532	0.1530647087
533	0.1530636692
534	0.1530571651
535	0.1530532551
536	0.1530312157
537	0.1530021191
538	0.152976532
539	0.1529563904
540	0.1529320431
541	0.1529264641
542	0.1529139519
543	0.1529044724
544	0.1528963089
545	0.1528742218
546	0.1528654671
547	0.152858448
548	0.1528348732
549	0.152803936
550	0.1527902126
551	0.1527890968
552	0.1527809525
553	0.1527768707
554	0.1527518845
555	0.1527416897
556	0.152734499
557	0.152728653
558	0.1526725769
559	0.1526540661
560	0.1526492405
561	0.1526467609
562	0.1526376724
563	0.1526339149
564	0.1526120567
565	0.1525901413
566	0.1525820541
567	0.1525820732
568	0.1525631332
569	0.1525555992
570	0.1525410748
571	0.1525261307
572	0.1525232601
573	0.1524853802
574	0.1524753571
575	0.1524394035
576	0.1524339962
577	0.1524106407
578	0.1524106407
579	0.1523942661
580	0.1523668003
581	0.1523516846
582	0.1523323536
583	0.1523174572
584	0.1523122215
585	0.1522836685
586	0.1522556877
587	0.1522514057
588	0.1522375107
589	0.152224493
590	0.1521840096
591	0.1521678352
592	0.1521648788
593	0.1521624947
594	0.1521585846
595	0.1521568108
596	0.152154541
597	0.1521485233
598	0.1521450043
599	0.1521000099
600	0.1520716381
601	0.152025528
602	0.152003231
603	0.1519811058
604	0.1519777679
605	0.1519772339
606	0.1519743156
607	0.1519729519
608	0.1519646072
609	0.1519633579
610	0.1519305038
611	0.1519262505
612	0.1519027901
613	0.1518882561
614	0.151880064
615	0.1518768501
616	0.1518719578
617	0.1518701363
618	0.1518607426
619	0.1518401527
620	0.1518098068
621	0.1518026257
622	0.1518021107
623	0.1517857361
624	0.1517652416
625	0.1517637444
626	0.1517581749
627	0.1517463684
628	0.1517379761
629	0.1517128372
630	0.151709938
631	0.1516875648
632	0.151669445
633	0.151653614
634	0.1516407585
635	0.1516107464
636	0.1516066742
637	0.1515720749
638	0.1515521431
639	0.1515342903
640	0.1515333557
641	0.1515182018
642	0.1515156078
643	0.1514714909
644	0.1514516068
645	0.1514466858
646	0.151423893
647	0.151398325
648	0.1513945961
649	0.1513676834
650	0.151363163
651	0.1513241005
652	0.1513164902
653	0.1512920475
654	0.1512920094
655	0.151290884
656	0.1512672329
657	0.1512275314
658	0.1511954212
659	0.1511957932
660	0.151187582
661	0.1511828041
662	0.1511554718
663	0.1511486721
664	0.1511462975
665	0.1511436653
666	0.1511432743
667	0.1511230659
668	0.1511006451
669	0.1511006451
670	0.1510716724
671	0.1510501862
672	0.1510491943
673	0.1510077572
674	0.1509931087
675	0.1509715271
676	0.1509301567
677	0.1509099007
678	0.150896244
679	0.1508631325
680	0.1508032703
681	0.1507964325
682	0.1507963276
683	0.1507944012
684	0.1507691002
685	0.150758028
686	0.1507431698
687	0.1507316303
688	0.1507046318
689	0.1506587696
690	0.1506380749
691	0.1506258774
692	0.1505978584
693	0.150576973
694	0.1505531025
695	0.1505347824
696	0.1505214691
697	0.1505089283
698	0.150485096
699	0.1504761696
700	0.1504586506
701	0.1504308701
702	0.1504299927
703	0.1503929424
704	0.1503665161
705	0.1503553581
706	0.150354948
707	0.1503321838
708	0.1503255272
709	0.1503053761
710	0.1502888203
711	0.1502832699
712	0.1502737808
713	0.1502405548
714	0.1502406025
715	0.150238657
716	0.1502131462
717	0.1501743412
718	0.1501737976
719	0.1501567745
720	0.1501136971
721	0.1500909328
722	0.1500776958
723	0.150041399
724	0.1500305843
725	0.1500090981
726	0.1500029469
727	0.1499976349
728	0.1499669266
729	0.1499511909
730	0.1499240589
731	0.1499240112
732	0.1499235439
733	0.1499200439
734	0.1498977566
735	0.1498769569
736	0.1498745251
737	0.1498627758
738	0.14984375
739	0.1497956467
740	0.1497815704
741	0.149771328
742	0.1497505951
743	0.1497391129
744	0.149715023
745	0.1497025013
746	0.1496706295
747	0.1496703339
748	0.1496428585
749	0.1495964241
750	0.1495724487
751	0.1495488453
752	0.1495253944
753	0.1495104408
754	0.149475441
755	0.1494553947
756	0.149432888
757	0.1494123173
758	0.1493898964
759	0.1493845081
760	0.1493621635
761	0.1493476295
762	0.1493288422
763	0.1493091965
764	0.1493038845
765	0.149270916
766	0.1492549324
767	0.149232769
768	0.1492105293
769	0.1491896725
770	0.1491722107
771	0.149168148
772	0.149145298
773	0.1491398239
774	0.1491318417
775	0.1491209412
776	0.1490857792
777	0.1490290451
778	0.1490147018
779	0.1489845085
780	0.1489597988
781	0.1489423656
782	0.1489234447
783	0.1488845634
784	0.1488634109
785	0.1488175011
786	0.1487874794
787	0.1487495804
788	0.148706665
789	0.1486862564
790	0.148640995
791	0.1486127853
792	0.1485896873
793	0.1485686111
794	0.14855093
795	0.1485494995
796	0.148513813
797	0.1484960175
798	0.1484728622
799	0.1484639931
